id,Time,language,similarity-score,url,title,fid_x,publisher,class,heads,relation,tails,inference,allinferences,heads-senti,senti-str-headline
481114559,2016-07-28 21:14:00+00:00,eng,0.8,http://www.irishnews.com/news/uknews/2016/07/29/news/corbyn-denounces-legal-bid-to-block-his-labour-leadership-election-as-high-court-rejects-donor-action-627698/,Corbyn denounces legal bid as he fights off High Court action,eng-2329183,irishnews.com,sure-information-crossing,Corbyn denounces legal bid as he fights off High Court action,Caused. has sub event. It can be becuase. want to. want to. isFilledBy. wanted. consists of . Effected. Intended. needed. Reacted. becuase. wanted. has sub event. Effected. Caused. consists of . want to. want to. becuase. It can be becuase. isFilledBy. needed. wanted. Intended. wanted. Reacted. 129, he is not a criminal.  get out of jail.  The court has already ruled in favor of the defendant..  PersonX files a lawsuit against PersonX.  PersonX files for a restraining order against PersonX.  the court to decide the case.  to file a motion in court.  legal.  gets sued.  to win the case.  to file a lawsuit.  vindicated.  PersonY is suing PersonX..  to win the case.  get out of jail.  gets sued.  he is not a criminal.  legal.  PersonX files a lawsuit against PersonX.  PersonX files for a restraining order against PersonX.  PersonY is suing PersonX..  The court has already ruled in favor of the defendant..  the court to decide the case.  to file a lawsuit.  to file a motion in court.  to win the case.  to win the case.  vindicated. 129,Caused he is not a criminal. has sub event get out of jail. It can be becuase The court has already ruled in favor of the defendant.. want to PersonX files a lawsuit against PersonX. want to PersonX files for a restraining order against PersonX. isFilledBy the court to decide the case. wanted to file a motion in court. consists of  legal. Effected gets sued. Intended to win the case. needed to file a lawsuit. Reacted vindicated. becuase PersonY is suing PersonX.. wanted to win the case. has sub event get out of jail. Effected gets sued. Caused he is not a criminal. consists of  legal. want to PersonX files a lawsuit against PersonX. want to PersonX files for a restraining order against PersonX. becuase PersonY is suing PersonX.. It can be becuase The court has already ruled in favor of the defendant.. isFilledBy the court to decide the case. needed to file a lawsuit. wanted to file a motion in court. Intended to win the case. wanted to win the case. Reacted vindicated. 129,Corbyn denounces legal bid as he fights off High Court action. Caused he is not a criminal. has sub event get out of jail. It can be becuase The court has already ruled in favor of the defendant.. want to PersonX files a lawsuit against PersonX. want to PersonX files for a restraining order against PersonX. isFilledBy the court to decide the case. wanted to file a motion in court. consists of  legal. Effected gets sued. Intended to win the case. needed to file a lawsuit. Reacted vindicated. becuase PersonY is suing PersonX.. wanted to win the case. has sub event get out of jail. Effected gets sued. Caused he is not a criminal. consists of  legal. want to PersonX files a lawsuit against PersonX. want to PersonX files for a restraining order against PersonX. becuase PersonY is suing PersonX.. It can be becuase The court has already ruled in favor of the defendant.. isFilledBy the court to decide the case. needed to file a lawsuit. wanted to file a motion in court. Intended to win the case. wanted to win the case. Reacted vindicated. 129,-0.6249,The sentiment score is negative
477151599,2016-07-21 16:00:00+00:00,eng,0.8,http://www.aljazeera.com/news/2016/07/refugee-boat-22-dead-bodies-libya-coast-160721133439798.html,Refugee boat found with 22 dead bodies off Libya coast,eng-2313113,aljazeera.com,sure-information-crossing,Refugee boat found with 22 dead bodies off Libya coast,Caused. has sub event. It can be becuase. want to. want to. isFilledBy. wanted. consists of . Effected. needed. Reacted. becuase. wanted. isFilledBy. consists of . Caused. Effected. has sub event. needed. Reacted. want to. becuase. want to. It can be becuase. wanted. wanted. 121, dead bodies.  drowns in sea.  The boat is too heavy to move..  shipwrecked.  shipwrecked.  boat.  to bury the bodies.  dead.  drowns in sea.  get on the boat.  sad.  shipwrecked.  to bury the bodies.  boat.  dead.  dead bodies.  drowns in sea.  drowns in sea.  get on the boat.  sad.  shipwrecked.  shipwrecked.  shipwrecked.  The boat is too heavy to move..  to bury the bodies.  to bury the bodies. 121,Caused dead bodies. has sub event drowns in sea. It can be becuase The boat is too heavy to move.. want to shipwrecked. want to shipwrecked. isFilledBy boat. wanted to bury the bodies. consists of  dead. Effected drowns in sea. needed get on the boat. Reacted sad. becuase shipwrecked. wanted to bury the bodies. isFilledBy boat. consists of  dead. Caused dead bodies. Effected drowns in sea. has sub event drowns in sea. needed get on the boat. Reacted sad. want to shipwrecked. becuase shipwrecked. want to shipwrecked. It can be becuase The boat is too heavy to move.. wanted to bury the bodies. wanted to bury the bodies. 121,Refugee boat found with 22 dead bodies off Libya coast. Caused dead bodies. has sub event drowns in sea. It can be becuase The boat is too heavy to move.. want to shipwrecked. want to shipwrecked. isFilledBy boat. wanted to bury the bodies. consists of  dead. Effected drowns in sea. needed get on the boat. Reacted sad. becuase shipwrecked. wanted to bury the bodies. isFilledBy boat. consists of  dead. Caused dead bodies. Effected drowns in sea. has sub event drowns in sea. needed get on the boat. Reacted sad. want to shipwrecked. becuase shipwrecked. want to shipwrecked. It can be becuase The boat is too heavy to move.. wanted to bury the bodies. wanted to bury the bodies. 121,-0.6486,The sentiment score is negative
571457813,2016-12-25 13:00:00+00:00,eng,0.9,http://www.aljazeera.com/news/2016/12/pope-urges-syria-fighting-christmas-message-161225120321071.html,Pope urges end to Syria fighting in Christmas message,spa-872914,aljazeera.com,sure-information-crossing,Pope urges end to Syria fighting in Christmas message,Caused. has sub event. It can be becuase. want to. want to. isFilledBy. wanted. consists of . Effected. Intended. needed. Reacted. becuase. wanted. isFilledBy. Effected. Reacted. want to. want to. has sub event. consists of . It can be becuase. becuase. Caused. Intended. wanted. wanted. needed. 165, the world to be safe.  pray for peace.  The pope is too busy with other things..  Pope addresses the people of Syria.  Pope says he will pray for peace in Syria.  church.  to pray for peace.  religious.  gets thanked.  to be a good person.  to read the Christmas message.  happy.  the world to be safe.  to pray for peace.  church.  gets thanked.  happy.  Pope addresses the people of Syria.  Pope says he will pray for peace in Syria.  pray for peace.  religious.  The pope is too busy with other things..  the world to be safe.  the world to be safe.  to be a good person.  to pray for peace.  to pray for peace.  to read the Christmas message. 165,Caused the world to be safe. has sub event pray for peace. It can be becuase The pope is too busy with other things.. want to Pope addresses the people of Syria. want to Pope says he will pray for peace in Syria. isFilledBy church. wanted to pray for peace. consists of  religious. Effected gets thanked. Intended to be a good person. needed to read the Christmas message. Reacted happy. becuase the world to be safe. wanted to pray for peace. isFilledBy church. Effected gets thanked. Reacted happy. want to Pope addresses the people of Syria. want to Pope says he will pray for peace in Syria. has sub event pray for peace. consists of  religious. It can be becuase The pope is too busy with other things.. becuase the world to be safe. Caused the world to be safe. Intended to be a good person. wanted to pray for peace. wanted to pray for peace. needed to read the Christmas message. 165,Pope urges end to Syria fighting in Christmas message. Caused the world to be safe. has sub event pray for peace. It can be becuase The pope is too busy with other things.. want to Pope addresses the people of Syria. want to Pope says he will pray for peace in Syria. isFilledBy church. wanted to pray for peace. consists of  religious. Effected gets thanked. Intended to be a good person. needed to read the Christmas message. Reacted happy. becuase the world to be safe. wanted to pray for peace. isFilledBy church. Effected gets thanked. Reacted happy. want to Pope addresses the people of Syria. want to Pope says he will pray for peace in Syria. has sub event pray for peace. consists of  religious. It can be becuase The pope is too busy with other things.. becuase the world to be safe. Caused the world to be safe. Intended to be a good person. wanted to pray for peace. wanted to pray for peace. needed to read the Christmas message. 165,-0.3612,The sentiment score is negative
472661690,2016-07-13 09:47:00+00:00,eng,0.8,http://english.sina.com/news/2016-07-13/detail-ifxtwitr2139918.shtml,"Refugee boat capsizes off Greek coasts, one child dead: media",deu-534319,english.sina.com,sure-information-crossing,"Refugee boat capsizes off Greek coasts, one child dead: media",Caused. has sub event. It can be becuase. want to. want to. isFilledBy. wanted. consists of . Effected. needed. Reacted. becuase. wanted. isFilledBy. want to. has sub event. needed. Effected. becuase. want to. It can be becuase. Reacted. consists of . Caused. wanted. wanted. 140, sad.  drowns in sea.  PersonX is in charge of the media..  boat sinks in sea.  PersonX calls the police..  boat.  to cover the story.  sad.  gets news coverage.  get on the boat.  sad.  one child dead.  to find out the cause of the accident.  boat.  boat sinks in sea.  drowns in sea.  get on the boat.  gets news coverage.  one child dead.  PersonX calls the police..  PersonX is in charge of the media..  sad.  sad.  sad.  to cover the story.  to find out the cause of the accident. 140,Caused sad. has sub event drowns in sea. It can be becuase PersonX is in charge of the media.. want to boat sinks in sea. want to PersonX calls the police.. isFilledBy boat. wanted to cover the story. consists of  sad. Effected gets news coverage. needed get on the boat. Reacted sad. becuase one child dead. wanted to find out the cause of the accident. isFilledBy boat. want to boat sinks in sea. has sub event drowns in sea. needed get on the boat. Effected gets news coverage. becuase one child dead. want to PersonX calls the police.. It can be becuase PersonX is in charge of the media.. Reacted sad. consists of  sad. Caused sad. wanted to cover the story. wanted to find out the cause of the accident. 140,"Refugee boat capsizes off Greek coasts, one child dead: media. Caused sad. has sub event drowns in sea. It can be becuase PersonX is in charge of the media.. want to boat sinks in sea. want to PersonX calls the police.. isFilledBy boat. wanted to cover the story. consists of  sad. Effected gets news coverage. needed get on the boat. Reacted sad. becuase one child dead. wanted to find out the cause of the accident. isFilledBy boat. want to boat sinks in sea. has sub event drowns in sea. needed get on the boat. Effected gets news coverage. becuase one child dead. want to PersonX calls the police.. It can be becuase PersonX is in charge of the media.. Reacted sad. consists of  sad. Caused sad. wanted to cover the story. wanted to find out the cause of the accident. 140",-0.6486,The sentiment score is negative
561004075,2016-12-07 00:45:00+00:00,eng,0.8,http://www.china.org.cn/world/2016-12/07/content_39864685.htm,Rebels withdraw from old city of Syria's Aleppo,eng-2702076,china.org.cn,sure-information-crossing,Rebels withdraw from old city of Syria's Aleppo,consists of . isFilledBy. has sub event. Effected. want to. want to. becuase. Caused. It can be becuase. Effected. Reacted. needed. Intended. wanted. wanted. 5029, brave.  city.  get out of the city.  gets arrested.  rebel fighters surrender in old city of Syria's Aleppo.  rebel fighters surrender to government forces.  rebel fighters surrender to government forces.  rebel forces are defeated.  rebel forces are in control of the city..  rebel forces are no longer in control of old city of Aleppo..  relieved.  to be in a position of power.  to get out of the city.  to get out of the city.  to get out of the city. 5029,consists of  brave. isFilledBy city. has sub event get out of the city. Effected gets arrested. want to rebel fighters surrender in old city of Syria's Aleppo. want to rebel fighters surrender to government forces. becuase rebel fighters surrender to government forces. Caused rebel forces are defeated. It can be becuase rebel forces are in control of the city.. Effected rebel forces are no longer in control of old city of Aleppo.. Reacted relieved. needed to be in a position of power. Intended to get out of the city. wanted to get out of the city. wanted to get out of the city. 5029,Rebels withdraw from old city of Syria's Aleppo. consists of  brave. isFilledBy city. has sub event get out of the city. Effected gets arrested. want to rebel fighters surrender in old city of Syria's Aleppo. want to rebel fighters surrender to government forces. becuase rebel fighters surrender to government forces. Caused rebel forces are defeated. It can be becuase rebel forces are in control of the city.. Effected rebel forces are no longer in control of old city of Aleppo.. Reacted relieved. needed to be in a position of power. Intended to get out of the city. wanted to get out of the city. wanted to get out of the city. 5029,-0.2023,The sentiment score is negative
467506225,2016-07-03 08:41:00+00:00,eng,0.8,http://thehimalayantimes.com/entertainment/elie-wiesel-holocaust-survivor-author-dead-87/,"Elie Wiesel, Holocaust survivor and author, dead at 87",eng-2272777,thehimalayantimes.com,sure-information-crossing,"Elie Wiesel, Holocaust survivor and author, dead at 87",isFilledBy. Effected. becuase. Caused. It can be becuase. want to. want to. has sub event. consists of . Reacted. wanted. wanted. 5069, book.  dies.  elie wiesel.  elie wiesel.  Elie Wiesel.  elie wiesel.  elie wiesel.  mourned.  sad.  sad.  to celebrate his life.  to write a book. 5069,isFilledBy book. Effected dies. becuase elie wiesel. Caused elie wiesel. It can be becuase Elie Wiesel. want to elie wiesel. want to elie wiesel. has sub event mourned. consists of  sad. Reacted sad. wanted to celebrate his life. wanted to write a book. 5069,"Elie Wiesel, Holocaust survivor and author, dead at 87. isFilledBy book. Effected dies. becuase elie wiesel. Caused elie wiesel. It can be becuase Elie Wiesel. want to elie wiesel. want to elie wiesel. has sub event mourned. consists of  sad. Reacted sad. wanted to celebrate his life. wanted to write a book. 5069",-0.4215,The sentiment score is negative
444132414,2016-05-23 16:10:00+00:00,eng,0.8,http://www.theprovince.com/officer+acquitted+charges+freddie+gray+case/11937085/story.html,Officer acquitted on all charges in Freddie Gray case,eng-2172354,theprovince.com,sure-information-crossing,Officer acquitted on all charges in Freddie Gray case,has sub event. Effected. It can be becuase. want to. Caused. becuase. isFilledBy. want to. Reacted. needed. wanted. wanted. consists of . 5473, get arrested.  gets arrested.  Officer acquitted of all charges in Freddie Gray case.  officer is fired.  person dies.  person dies.  police car.  police officer arrested.  relieved.  to be a police officer.  to file a lawsuit.  to go home.  violent. 5473,has sub event get arrested. Effected gets arrested. It can be becuase Officer acquitted of all charges in Freddie Gray case. want to officer is fired. Caused person dies. becuase person dies. isFilledBy police car. want to police officer arrested. Reacted relieved. needed to be a police officer. wanted to file a lawsuit. wanted to go home. consists of  violent. 5473,Officer acquitted on all charges in Freddie Gray case. has sub event get arrested. Effected gets arrested. It can be becuase Officer acquitted of all charges in Freddie Gray case. want to officer is fired. Caused person dies. becuase person dies. isFilledBy police car. want to police officer arrested. Reacted relieved. needed to be a police officer. wanted to file a lawsuit. wanted to go home. consists of  violent. 5473,-0.0258,The sentiment score is negative
409256167,2016-03-29 17:14:00+00:00,eng,0.8,http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11613655,Donald Trump's campaign manager charged with assault,eng-2039407,nzherald.co.nz,sure-information-crossing,Donald Trump's campaign manager charged with assault,isFilledBy. has sub event. Effected. Effected. Reacted. Caused. want to. want to. becuase. wanted. wanted. needed. consists of . It can be becuase. 6517, campaign manager.  get arrested.  get arrested.  gets arrested.  guilty.  PersonX gets arrested for assault..  PersonX is arrested and charged with assault.  PersonX is charged with assault.  PersonX is charged with assault..  to file a police report.  to get a lawyer.  to get into an argument with someone.  violent. Donald Trump's campaign manager was arrested by the police.. 6517,isFilledBy campaign manager. has sub event get arrested. Effected get arrested. Effected gets arrested. Reacted guilty. Caused PersonX gets arrested for assault.. want to PersonX is arrested and charged with assault. want to PersonX is charged with assault. becuase PersonX is charged with assault.. wanted to file a police report. wanted to get a lawyer. needed to get into an argument with someone. consists of  violent. It can be becuaseDonald Trump's campaign manager was arrested by the police.. 6517,Donald Trump's campaign manager charged with assault. isFilledBy campaign manager. has sub event get arrested. Effected get arrested. Effected gets arrested. Reacted guilty. Caused PersonX gets arrested for assault.. want to PersonX is arrested and charged with assault. want to PersonX is charged with assault. becuase PersonX is charged with assault.. wanted to file a police report. wanted to get a lawyer. needed to get into an argument with someone. consists of  violent. It can be becuaseDonald Trump's campaign manager was arrested by the police.. 6517,-0.6808,The sentiment score is negative
437699439,2016-05-12 23:00:00+00:00,eng,0.8,http://www.cheknews.ca/2nd-website-posts-auction-for-gun-that-killed-trayvon-martin-175035/,2nd website posts auction for gun that killed Trayvon Martin | CHEK,eng-2150921,cheknews.ca,sure-information-crossing,2nd website posts auction for gun that killed Trayvon Martin | CHEK,It can be becuase. Caused. want to. isFilledBy. has sub event. needed. consists of . Effected. Reacted. wanted. Intended. wanted. becuase. want to. 7281, 2nd website has no money.  2nd website posts auction for gun that killed Trayvon Martin.  2nd website posts auction for gun that killed Trayvon Martin.  2nd website posts auction for gun that killed Trayvon Martin.  buy gun.  find out who owns the gun.  greedy.  has to pay for the gun.  sad.  to buy the gun.  to make money.  to sell the gun. 2nd website posts auction for gun that killed Trayvon Martin. 2nd website posts auction for gun that killed Trayvon Martin. 7281,It can be becuase 2nd website has no money. Caused 2nd website posts auction for gun that killed Trayvon Martin. want to 2nd website posts auction for gun that killed Trayvon Martin. isFilledBy 2nd website posts auction for gun that killed Trayvon Martin. has sub event buy gun. needed find out who owns the gun. consists of  greedy. Effected has to pay for the gun. Reacted sad. wanted to buy the gun. Intended to make money. wanted to sell the gun. becuase2nd website posts auction for gun that killed Trayvon Martin. want to2nd website posts auction for gun that killed Trayvon Martin. 7281,2nd website posts auction for gun that killed Trayvon Martin | CHEK. It can be becuase 2nd website has no money. Caused 2nd website posts auction for gun that killed Trayvon Martin. want to 2nd website posts auction for gun that killed Trayvon Martin. isFilledBy 2nd website posts auction for gun that killed Trayvon Martin. has sub event buy gun. needed find out who owns the gun. consists of  greedy. Effected has to pay for the gun. Reacted sad. wanted to buy the gun. Intended to make money. wanted to sell the gun. becuase2nd website posts auction for gun that killed Trayvon Martin. want to2nd website posts auction for gun that killed Trayvon Martin. 7281,-0.7845,The sentiment score is negative
477561646,2016-07-22 09:54:00+00:00,eng,0.9,http://www.todayonline.com/world/nearly-3000-dead-already-mediterranean-year-iom,"Nearly 3,000 dead already in Mediterranean this year: IOM",spa-726544,todayonline.com,sure-information-crossing,"Nearly 3,000 dead already in Mediterranean this year: IOM",consists of . Effected. has sub event. Caused. It can be becuase. isFilledBy. want to. becuase. want to. Reacted. wanted. 7952," dead.  drowns in sea.  get out of the water.  nearly 3,000 dead already in Mediterranean this year.  nearly 3,000 dead already in Mediterranean this year.  nearly 3,000 dead already in Mediterranean this year.  nearly 3,000 dead already in Mediterranean this year.  nearly 3,000 dead already in Mediterranean this year.  nearly 3,000 dead already in Mediterranean this year.  sad.  to find out what caused the deaths. 7952","consists of  dead. Effected drowns in sea. has sub event get out of the water. Caused nearly 3,000 dead already in Mediterranean this year. It can be becuase nearly 3,000 dead already in Mediterranean this year. isFilledBy nearly 3,000 dead already in Mediterranean this year. want to nearly 3,000 dead already in Mediterranean this year. becuase nearly 3,000 dead already in Mediterranean this year. want to nearly 3,000 dead already in Mediterranean this year. Reacted sad. wanted to find out what caused the deaths. 7952","Nearly 3,000 dead already in Mediterranean this year: IOM. consists of  dead. Effected drowns in sea. has sub event get out of the water. Caused nearly 3,000 dead already in Mediterranean this year. It can be becuase nearly 3,000 dead already in Mediterranean this year. isFilledBy nearly 3,000 dead already in Mediterranean this year. want to nearly 3,000 dead already in Mediterranean this year. becuase nearly 3,000 dead already in Mediterranean this year. want to nearly 3,000 dead already in Mediterranean this year. Reacted sad. wanted to find out what caused the deaths. 7952",-0.6486,The sentiment score is negative
